id,item_name,category,price,item_count
617182,776 Mittagsbuffet bis 11J.,Buffets,7.8,19
1392798,Rivella 0.33l + Blau,Alkoholfrei + Abfrage Rivella,4.84025641025641,39
1932362,"2019 Clos Venturi 0,1",Weißwein offen,4.0,18
398131,Punks Salame,PIZZA,8.5,2
1264659,Kroketten,Hauptspeisen,32.0,9
226983,Fondue Chinoise,Anlässe,44.0,22
2004597,Der Lipper + HEFE + Hähnchen* + WELL DONE + KEIN EXTRA + Finger* + Knoblauch Mayo,Burger + Brötchen + Extras + Garstufe + Extras + Extras Burger + Extras,12.5,1
669433,Pink Grapefruit Saft,Frisch gepresste Säfte,2.9800000000000053,150
1814859,Aeropress Brew + Nyarusiza,Kaffee warm + Zwangsabfrage Aeropress Brew,5.497727272727276,44
779431,Latte Macchiato + Kein Wasser + Normale Milch + mit Haselnuss Flavor,HEISSGETRÄNKE + ZAF nach Wasser + OAF Heißgetränke + OAF Latte Macchiato,4.700000000000001,12
49365,Pinot Noir 0.75l,Rotwein,22.000000000000004,8
1230402,Ramazotti 2cl,Degistif,2.3999999999999995,16
488007,Individu. Frühstck + Ei + Brie + Brötchen + Hartgekocht!!!,Frühstücke + Nachbestellungen + Nachbestellungen + Nachbestellungen + Frühstück Extrawünsche,3.4,1
1133097,Tonic Water 0.3l,Alkoholfreie Getränke,2.8999999999999995,7
1090769,Divers. Wein Sonstige,Wein Sonstige,57.4,5
1267013,Chartreuse 2cl,Kurze 2cl,3.5,13
582634,"Cordon Bleu, Bergkäse, Schwarz. Schinken + Broatkadoffel",Vun da Sau + Abfrage Beilagen (Zwang),19.900000000000002,13
1964149,Ægir - Sumbel Porter,Craft Fridge,7.2,5
262494,Diplomatico 2cl,Rum/Brän/Weinb/Aperi,3.9399999999999995,30
1712894,Granita,2021 menu,4.4887500000000005,40
439125,5er + ToGo ohne Tüte + FI Raffaello + FI Bueno + MI Raffaello + MI Bueno + TI Mandeln + TI Kokosraspel + TI Pistazien + FI Heidelbeeren + Ohne,Choose It + Choose It + Abfrage Fill It + Abfrage Fill It + Abfrage Melt it + Abfrage Melt it + Abfrage Top It + Abfrage Top It + Abfrage Top It + Abfrage Fruit It + Abfrage Complete It,4.9,1
1085588,Classic Daiquiri (Frozen),Classics,11.136363636363637,22
983357,Chai Latte + Hafermilch,Heißes + Milchsorte,4.0,8
1291168,Speedy Gonzales + VollkornBrot + ** + Potatoes + Pommes Frites + Chili Fries scharf + *,Hauptgänge + Abfrage Brot + Abfrage für Extra/ ohne + Beilagen + Beilagen + Beilagen + Abfrage Dip Saucen.,21.8,1
700159,wasser (still bis prickelnd) 1 L + Medium,Kaltgetränke + Zwangsabfrage Tafelwasser,4.0,1
1354940,Linie Aquavit 2cl,Shots / Spirituosen,2.3999999999999995,16
1373053,Hefe Weizen Dunkel,Biere,4.9,3
108092,Dinnede Schinken + Ohne Getränk,Warme Speisen + Abfrage für alle Dinnede als Zwang,7.714285714285712,21
1878942,S Gebratene Schollenfilets mit Bratkartoffeln/Speck,Weihnachten 2021,22.899999999999995,16
1012128,Flat White + mit Mandelmilch + Houseblend,Heiß getränke + Optionalabfrage Milchgetränke + Optionalabfrage Kaffeesorte,3.257142857142857,7
1902057,Zwetschgen-Kuchen + mit Sahne,Kuchen + Abfrage Sahne,4.2,2
201635,Landesberger Hochzeitssuppe,Hausgemachte Suppen,5.2,8
1136115,"Now Sunny Orange 0,33",Alkoholfreie Getränke,2.8000000000000003,11
1728135,Gewürztraminer 1/8l,Wein,3.900000000000001,23
148731,Chai 250g,TA foods,12.861578947368422,19
566679,Buddha Lächelt,Spezialitäten,16.0,1
1232327,ToGo Becher klein (8oz),Haushaltswaren,13.1,1
987066,Salat mit Hähnchen + mit Essig-Öl-Dressing,Salate + AF Dressing,13.5,2
1204450,Hot Chocolate + Mandel,Coffee + AF HG,3.5,5
716563,Columbian T. & Tonic,Premium Gin & Tonic,11.0,7
1466989,38) Knu.EnteFruchtCurry,Hauptspeisen Ente,14.5,15
2000579,Avo Smash Deluxe + Salt n pepa + NO ADD-ON + For Here + 24,BAGEL MENU + BAGEL OPTIONS + ADD-ONS + For Here or To Go? + Table Number,7.1000000000000005,2
1783823,Kürbiscremesuppe,Winter22,14.5,19
383400,Tapas 9 Schälchen + Matjeshäckerle + Königsb. Klopse + Minibacktüften + Fleischbouletten + Pflaumen in Speck + Wildsalami + Käse + Entenbrust + Wildschinken,Tapas + AF Tapas + AF Tapas + AF Tapas + AF Tapas + AF Tapas + AF Tapas + AF Tapas + AF Tapas + AF Tapas,18.7,1
2032899,Kaffee 1 kg,Hafenmauer,15.0,6
1873333,Serano-Manchego klein,Vorspeisen,9.0,8
301996,Kakao Instant,Kaffee & Co,2.5,1
843705,"Schorle 0,3l + Traubenschorle",Säfte & Schorlen + AFZ Schorlen,3.4,4
705598,Italien Scrambled Eggs,Brunch,5.899999999999985,142
664134,"Add on: 0,90 + Saure Gurke",Salat + Salat,0.9,1
195525,Roasted Oolong Milk T + 100 Sugar / Normal Ice + Boba,Milk Tea + Sugar / Ice + Topping,4.6000000000000005,6
334115,Moscow Mule Aktion,Aktion,8.0,3
987586,Salat gebr. Gemüse + Balsamico Vinaigrette,Salate + AF Dressing,9.9,1
1232366,Pott Kaffee,Heiß- getränke,3.9,2
1184665,Rindergeschnetzeltes mit Pommes,Wochenkarte,5.733333333333333,6
1369101,Goaßn Kirsch 0.5l,Biere,4.5,4
1831930,Stunde kegeln,Kegeln,10.0,121
1875863,V2 HA CAO HAP,Vorspeisen,4.5,23
1062710,Jägerschnitzel Maxi + mit Bratkartoffeln,Schnitzel-Klassiker Maxi + AF Beilagen,20.53333333333333,3
1013723,Lokma 5er Box + Raffaelo Füllung + Banane + Schokoraspeln + Ohne Specials + Raffaelo Soße,Lokma + AF Füllung + AF Früchte + AF Toppings + AF Specials + AF Soße,4.6000000000000005,1
949241,"3 Missionen Feuerwehr, RK, THW",Schulklasse/Vereine,15.0,52
1494252,divers Küchen Speisen,Diverse Speisen Küche,4.675,8
361414,Gyros ohne alles,Außer-Haus-Hauptspeisen,6.416666666666667,6
964769,Sardelle* + 28cm* #10 + --- + ---*,Pizza + Pizza Abfrage + Extrabeilagen + Extrabeilagen,7.9,1
1307348,"Leberl, Sauvignon Blanc 0,2l",Weine,5.799999999999998,17
2042055,Yung Beef ++ Süße + **NO Menü**,Kinderessen + AF Burger im Menü,5.834444444444444,9
995929,My Burger + Beef + Medium + Tomaten + Speck + Doppelt Käse + Zwiebel + ---keine Sauce---,Küche + Abfrage Belag + AF Gargrad + Abfrage My Burger + Abfrage My Burger + Abfrage My Burger + Abfrage My Burger + Abfrage Sauce,12.3,2
1514164,Individuell mit Fleisch + Burrito + Hähnchen + Mexikanischer Reis + Guacamole + Jalapenos + Nacho + Mais + Klassik* + ---,Individuell + AF Grundlage + AF Fleisch + AF Füllung + AF Soße + AF Extra Vitamine + AF Extra Vitamine + AF Extra Vitamine + AF Fleisch Extra + AF Speziale,9.3,1
979749,Maultaschen mit Käsespätzle,Hauptgerichte,7.296969696969693,33
1954046,5er + Auf die Hand + Lookma Spezial + MI Bitter Schokolade + TI Lotus Kekse + FI Bananen,Choose It + Choose It + Abfrage Fill It + Abfrage Melt it + Abfrage Top It + Abfrage Fruit It,4.9,1
489876,Extra Shot Espresso,KAFFEE,1.3258064516129033,31
1895409,Rinderfilet gegrillt,Spezialität,20.5,11
533974,Marghertita + mit Rucola + Melanzane + Zucchini + mit Fungi + Paprika,Pinsa + AF Pinsa mit + AF Pinsa mit + AF Pinsa mit + AF Pinsa mit + AF Pinsa mit,14.0,1
180341,Pimientos de Padrón,Warme Tapas,4.4977611940298505,201
444568,Sonntagstee Tasse,Heiße Getränke,2.5,25
1270628,Entrecôte | KnoblJus | PoSa,Tagesgericht,28.5,4
308666,Perfect storm,Cocktails & Longdrinks,9.34,25
1736366,Fritz Cola,Alkoholfreie Kaltgetränke 🧃,2.8000000000000003,8
1488609,Waffeln mit heißen Kirschen,Waffeln,3.5,3
2058720,Individuell mit Fleisch + Burrito + Hähnchen + K-Mix + Sour Cream + Tomaten + Mais + Ohne + ---,Individuell + AF Grundlage + AF Fleisch + AF Füllung + AF Soße + AF Extra Vitamine + AF Extra Vitamine + AF Fleisch Extra + AF Speziale,7.7,1
909963,Americano,Espresso/ Kaffee,2.899999999999987,245
1185211,Wildkarpfen sauer,Wochenkarte,16.183999999999997,5
556217,Pizza Funghi + MIT Mais,Pizza + AFO Pizzen MIT,9.8,1
1175195,1l Wasser ohne Kohlensäure + 6 Gläser,1l Karaffe + AF Gläser,7.5,1
870755,115 Pros Funghi Kl.,Pizza,5.75,4
430786,"Menü Dessert klein 6,00",Menü,6.0,36
946287,Comté bon + Steak XL,Hamburgers + P. Burger,18.5,28
1715591,Griesnockerlsuppe,Jause,3.5,1
1636400,L Viva Italia + Sesam Bun + / + — + Steak Fries Side,Burger L + AF Brötchen + AF Burger ohne + AF Extras mit Aufpreis + Side-Orders,14.34,10
562669,"Spezi 0,2l",Erfrischung,1.4,8
465744,Chili cheeese Burger + medium* + Coleslaw,Burger + Add-Ons + Beilagen,13.3,2
1066336,Rote Zora 320 g + Ohne Fritten + Ohne dip,Beef 320g + Fritten + Dip,13.024999999999999,4
358013,Apfelschorle 0.2l,Softgetränke,2.5750000000000006,24
332757,Happy Waffle + Nutella + Banane + - + Giotto + Haselnuss Eis + .,Waffeln + AF Soßen + AF Früchte + AF Streussel + AF Specials + Eiscreme + AF Informationen_,6.9,1
116608,Schoko Splitter Stk.,Torten,3.5,37
513381,Heiße Schokolade groß + + Vegan,Heiße Getränke + Abfrage Milchsorten,4.6000000000000005,1
1948100,Pulp Fiction,Snacks,4.8999999999999995,63
579469,Gin Tonic + mit Tanqueray Rangpur,Longdrinks + OAF Gin Tonic,8.200000000000001,17
592051,"Chardonnay 0,2",VINI ENZO,7.7,6
397861,Hawaii,PIZZA,8.26125,160
823154,1/2 x 10 Berliner Deal,Deals/Aktionen,7.5,2
1993110,Big Cookie + Dark chocolate,Kuchen + AF Big Cookie,2.5,110
1744156,Pfirsich ++ Quark,süße Crêpes,4.8,1
102330,Bocadillo frio + con aceite y tomato,Bocadillos + AF Bocadillo frio,2.8000000000000003,11
1094006,Kirsch Strudel,Dessert,6.5,7
585944,Crêpes mit Zimt und Zucker,Crêpes Süß,3.0,43
1938041,Diavolo GROß,PIZZA GROß,9.159259259259256,27
525117,Mezzo–mix,Alkoholfrei,3.5,1
1853065,Wrap Shawarma + Salat alles* #1 + Vinegrette + Mitnahme,Wrap + AF Wrap_ + AF Sauce + AF Inhouse/Mitnahme,4.333333333333333,3
1698891,Mojito,Alcool/Digestif,8.0,17
1139030,"Selters 0,25",Alkoholfreie Getränke,2.2610569105691045,246
1062783,Pommeskörbchen + Rot & Weiß,Snacks + AF_Saucen,2.899999999999999,15
726710,Rialto + mit Kaffee + Ei hart + Ohne Extra.,Frühstück + AF Frühstück + AF Rialto + AF Franz.,8.8,1
1020496,208 Tieguanyin Tee,Tee,2.8000000000000003,6
938894,Chickenburger Menü(mit Pommes oder Salat) + Pommes,Imbiss + AF Hähnchen paniert / Burger Menü,6.9,2
107290,Duplo,Süßigkeiten,0.42659176029962487,267
463288,Haussalami,Südtirol,7.700000000000001,8
633233,5er + Auf die Hand + FI Raffaello + FI Weiße Schokolade + MI Weiße Schokolade + MI Vollmilch Schoko + TI Pistazien + FI Himbeeren + Ohne,Choose It + Choose It + Abfrage Fill It + Abfrage Fill It + Abfrage Melt it + Abfrage Melt it + Abfrage Top It + Abfrage Fruit It + Abfrage Complete It,4.9,1
604713,99 Lachsfilet Hummersauce,PESCE,25.5,42
2021893,Nature Moyen + Ananas + Myrtille* + - Sans -,Bubble Tea + Goût Nature + Topping + Supplément Toping,4.9,4
1665248,307. M. Yakisoba + knusprige Ente + Pekingsuppe+,Warme Mittags Karte + AFO M. Yakisoba + AFZ Tori Katsu. 301 - 316,12.5,1
512111,Gorgonzola + Welldone + /// + Fritten + Gemischter Salat + Trüffelmayo,Classic Burger + AF Garstufe + AF Extras + Beilagen + Beilagen + Dips,19.2,1
456166,Brockmans 2cl,Gin,5.0,4
1451955,Jalapenos extra,Extras,0.7,4
1589520,Wrap Harissa–Falafel + Tabouleh Wrap + Salat alles* #1 + Harissa + Joghurt–Minze + Inhouse,Wrap + AF Wrap_ + AF Wrap_ + AF Sauce + AF Sauce + AF Inhouse/Mitnahme,4.5,1
1741193,Penne al formaggio + Fussili,Pasta + AF Pasta,11.5,1
1266528,19.Kimchi-Mandu,Kleiner Hunger,5.4,5
97820,Irish Coffee,Mit Alkohol,4.8,2
590034,200gr Outside Skirt,Rind,54.0,27
1546963,Salat grün gross ++ Brot,Essen,9.5,3
1530124,Pouletflügeli + BBQ Honey Sweet,Fingerfood + AF Saucen,16.0,2
929575,Speculoos High(&)Ball*,Tageskarte,15.922731277533043,227
1555554,Chili-Cheese-Nachos + Cocktail-Dip*,Beilage + 3.AF Zwang bei ALLEN Burgern,6.900000000000001,3
1991395,Pancakes 12er + MI Vollmilch Schoko + MI Bueno + TI Haselnusskrokant + FI Ohne,Choose It + Abfrage Melt it + Abfrage Melt it + Abfrage Top It + Abfrage Fruit It,5.4,1
598814,Tequila 4cl.,Schnaps 4cl.,5.8,1
282729,Flens Pils,Bier,3.5,41
1804177,Gespritzter Weisswein süess,Drinks,7.0,2
146461,Parma VT Menü,Italia,30.0,7
1423649,Schnitzel Waldpilz + Bratkartoffeln + ohne Salat,Schwein + AFO Beilagen + AFO Ohne,12.5,3
745956,Divers. Long Stuff,Long Stuff,7.3760563380281665,142
1506124,Seven‘ th 250g gemahlen,Kaffee,8.9,5
2030696,Vegi,Abfrage Fleisch \Vegi,0.0,1
1592632,180g Chilli Bacon Burger + Süsskartoffeln + Süßsauer Feigendip,Chilli Bacon Burger + Pommes + Dips und Saucen,14.3,2
1650435,Veganer Burger,Hauptgänge,16.175,56
896959,Recioto 5cl.,Veneto,10.0,19
784414,Spaghetti Scoglio.,"3 Pasta, Basta!",14.8,5
859468,Tonkawaffel Angebot 1 Kugel + Schokolade Eis + mit Sahne + mit Puderzucker + mit Schoko-Sauce + zweites Besteck + zum Hieressen,TONKA-WAFFELN + AF-EISSORTEN TONKA + AF-TONKA + AF-TONKA + AF-TONKA + AF-BESTECK + AF-BESTECK,5.5,1
1997682,Goat + Rye + NO ADD-ON + For Here + 10,BAGEL MENU + BAGEL OPTIONS + ADD-ONS + For Here or To Go? + Table Number,7.1000000000000005,2
2019045,Menü 2 CW+POM+Getränk + Weiß + Rambo + Mayo Menü + Menü Fritz,Speisen + Abfrage Wurst + Abfrage Schärfegrad + Soßen + FRITZ,8.5,2
755829,Margherita (Vegi) + Classico + pomodorini gialli + Rucola,Pizze + Teig + Toppings + Toppings,21.85,2
472543,"Hugo 0,2",Aperitivi,8.46,50
534574,Divers. Shoots,Shoots,4.0,3
1847577,"Cola, lIght, Zero 0,3l.",Getränke Restaurant,2.8999999999999906,181
863129,Ekmek Arasi Cocuk Döneri + Mit Knoblauchsoße + Ohne Zwiebeln + Mit Käse,Döner + Extras + Extras + Extras,5.0,1
1358878,Country n'honey Brownie,Brownies,4.5,16
1932197,"Sauvignon Pfaffmann 0,7l",Weißwein offen,27.792592592592595,27
203667,Iced Choc,Summer Drinks,4.200000000000001,20
1975114,Pizza Speck e Cipolla + Uova,Pizze + Zwangsabfrage Gerichte,9.9,1
139754,Millefeuille Gnocchi,Novemberkarte 21,15.0,1
1555753,"Erdinger Kristall 0,5l*",Biere*,4.1,4
413346,Ente Chopsuey 30,Ente,7.475714285714285,280
743697,"S.Z. Fant. Riesling 0,75",Flaschen,19.5,5
351898,Colabier,Flaschenbier,2.7000000000000006,3
1634255,Cheese + Glutenfreier Bun + Extra Beef,BURGER + Extras + Extras,12.3,1
623695,Rauch Eistee + Pfirsich*,Alkoholfreie Getränke + AF EISTEE,3.5,276
1705770,Captain Cola 0.3,Longdrinks,5.5,2
1488941,Waffel mit Zucker und Zimt,Waffeln,3.0,5
1718454,Classic Milk Tea + Tapioca + 1 * Topping + Standard + Hot,Signature Tea + Topping + Topping Amount & Special + Sweetness & Temp. + Sweetness & Temp.,4.4,1
739711,"WASSER 0,4",ALKOHOLFREIER GETRÄNKE,3.6000000000000134,206
392830,5er + Auf die Hand + Lookma Spezial + MI Weiße Schokolade + TI Mandeln + TI Schokostreussel + TI Haselnusskrokant + FI Erdbeeren,Abfrage Größe + Abfrage Größe + Abfrage Füllung + Abfrage Soße + Abfrage Topping + Abfrage Topping + Abfrage Topping + Abfrage Früchte,4.9,1
390009,Ürziger Würzgarten wurzel.,Weißweine,29.0,3
790874,BasenKlein Behandlung,Naturkosmetische Behandlungen,70.0,1
1226296,Spanferkelrollbraten,Tagesgerichte,12.822916666666666,24
258174,Aurora  Grieß Weichweizen,Backzubehör,1.1025,8
1220944,8er + Auf die Hand + FI Raffaello + FI Vollmilch Schoko + MI Vollmilch Schoko + MI Weiße Schokolade + TI Oreo + TI Brownie + TI M&Ms + Extra Erdbeeren + FI Erdbeeren + Ohne,Choose It + Choose It + Abfrage Fill It + Abfrage Fill It + Abfrage Melt it + Abfrage Melt it + Abfrage Top It + Abfrage Top It + Abfrage Top It + Choose It + Abfrage Fruit It + Abfrage Complete It,7.8,1
625609,Divers Dessert,Dessert_,8.763157894736842,19
1646318,Meshka #1 + NO ADD-ON + Plain,BAGEL MENU + ADD-ONS + BAGEL OPTIONS,6.325000000000002,12
905614,Tabuleh,STARTERS,5.5,165
1163122,Burrito Beef + - + ohne Zwiebeln + ohne Salat + Sour Cream,Speisen + AF keine Auswahl + Zwangsabfrage Zutaten + Zwangsabfrage Zutaten + Zwangsabfrage Soße,7.9,1
745514,Barcelona Getränke,KAFFEE & CO,0.0,2
1526108,Erdnuss Spezial + Mit Sahne + Vanille Eis,WonderWaffel + AF Sahne + AF 2 Eis,8.5,1
363010,Dürüm classic + mit Salat #1 + mit Tomaten #1 + Mit Mais* + Mit Gurken* + Cocktail + Joghurt + Scharf + MITNEHMEN,Dürum + Zutaten Kebab + Zutaten Kebab + Zutaten Kebab + Zutaten Kebab + Saucen + Saucen + Saucen + MITNEHMEN,11.0,1
1063814,Bubble Waffel Vanille + Nutella + Banane + Erdbeere + Smartis + - ohne Spezial - + Dunkle soße + - ohne Eis - + ohne Sahne,"Waffeln & Eis + Abfrage Aufstrich + Abfrage Frucht + Abfrage Frucht + Abfrage Topping + Abfrage Spezial + Abfrage Soße + Abfrage Eis (Waffeln, Shakes, Crazy Shakes) + Abfrage Sahne",6.5,1
1967761,Tagesempfehlungen 2,TAGESEMPFEHLUNG,12.194594594594596,37
354810,Nanoblading,NANOBLADING,300.0,33
848255,Schoko-Nuss-Becher,Kuchen,6.9,1
1560991,Glas Sauce,Rehgal,4.5,1
1226968,Chicken-Burger,Tagesgerichte,13.134871794871795,39
1608740,Bacon Cheeseburger + ..* + ++kandierte Zwiebel + Curly Fries + BBQ Sauce* + .*,Burger + Änderung Standard Burger + Extras + Beilagen Menü + Saucen/Dressing Menü + Softdrinks Menü,16.0,1
1166004,Bubble Waffel Vanille + Nutella + Erdbeere + Smartis + - ohne Spezial - + Erdbeer soße + Cooki Eis + ohne Sahne,"Waffeln & Eis + Abfrage Aufstrich + Abfrage Frucht + Abfrage Topping + Abfrage Spezial + Abfrage Soße + Abfrage Eis (Waffeln, Shakes, Crazy Shakes) + Abfrage Sahne",6.0,1
488766,Tagesgericht,Hauptspeise,8.937500000000002,32
202795,Divers. Pizza Rossa,Pizza Rossa,1.5,1
872903,Ohne Protein + Sushireis + Edamame-Bohnen + Gurke + Kein weiteres extra + Teriyaki Marinade + Broccoli + Avocado + Kein weiteres Topping + Teriyaki Sauce + Granatapfel + Kein weiteres Crunchy,Selbstmix Poke Bowl + Base + Inklusiv-Mix in + Inklusiv-Mix in + Extra Mix-in + Marinade + Inklusiv Topping + Inklusiv Topping + Extra Topping + Sauce + Inklusiv Crunchy-Topping + Extra Crunchy-Topping,10.5,1
1667064,"Apfelschorle 0,4",alkoholfreie Getränke,3.6857142857142864,7
1482593,1/2 Schnitzel an Rahmsauce + Pommes Frites,Haupt-speisen + AFZ Haupspeisen Beilage,20.5,1
336962,Pouletbrust + Kräuterbutter #2 + Pommes,Hauptspeisen + A Saucen #1 + Beilagen,28.333333333333332,18
2020936,Kinder Haarschnitt Bis 10 Jahre,Barbershop,12.0,2
1508635,SALATE Hähnchen + Balsamico-Olivenöl,SALATE + AFZ Dressing,8.745217391304351,23
241176,EDELSTAHL Wodka 0.04l,Spirituosen,3.5,4
39040,Nasi goreng* + S + Boeuf + Epicé,Plats + Nb brochettes + Supplement Plats + Supplement Plats,8.780000000000001,2
1504892,Kakao S,Kaffee,1.8625000000000003,8
2001411,Avo Smash + Black Sesame + NO ADD-ON + For Here + 36,BAGEL MENU + BAGEL OPTIONS + ADD-ONS + For Here or To Go? + Table Number,5.9,2
1968791,Green Tuna Roll,inside-Out Rolls,6.971428571428573,14
1822632,"Rinderroulade,Rotkohl,Klöße",Corona Abholung und Lieferung,9.200000000000001,10
858614,Hüftfilet 400g + Durch + Süßkartoffel Fries,Steaks + AF Gargrad + Beilagen,41.0,1
1248999,Halva,Henrys Eis,3.8,10
563544,2 Hänchensteak Kräuterbutter,Gerichte vom Grill,13.0,25
1584892,Kleine Cran Cotto + Classico + .,Kleine Pizze + Teig + Toppings,19.727272727272727,22
120409,Calamari alla griglia mit kleiner Vorspeise,Fisch,16.199999999999996,14
213198,Moscow mule,Coquetèles,8.0,2
807901,Platte Shawarma + Linsensalat BL + Kichererbsensalat BL + Rote–Beete–Rotkohl BL + Harissa + Granatapfel + Keine Sauce + Mitnahme,Platte + AF Beilage + AF Beilage + AF Beilage + AF Sauce + AF Sauce + AF Extras + AF Inhouse/Mitnahme,10.5,1
502657,Shake: Nutella,Kaltgetränke,6.050000000000001,12
832616,Kinderskikurs Material und Essen,Feiern,500.0,1
908368,Wasser 0.25l + Sprudel,AFG + + Artikel Getränke,1.8999999999999984,170
1432580,Pommes + Chimichurri,Pommes frites + Pommes- soßen,5.2,1
959051,Portion Sahne*,Heisse Getränke,0.8,1
1188585,1 Kugel,Eisbecher,1.2605143721633791,1322
692335,Raspberry Basil Smash,Cocktails,13.5,146
888891,220g Philly Cheesesteak + Poutine + Keine*,Cheesesteak + Pommes + Dips und Saucen,21.400000000000002,2
359616,Heisse Schokolade + Rieblitorte,Warme Getränke + Kuchen,10.700000000000001,4
1321794,"Salina bianco FL 0,75",Sizilien,65.0,2
219780,Hamburger Bacon + Ohne Zwiebeln + Cocktail + MITNEHMEN,Burger + Zutaten Hamburger + Saucen + MITNEHMEN,11.900000000000002,9
626936,Cola + Mit Zucker,Kalte Getränke + AF Flaschengetränke,2.3261538461538467,13
880036,Espresso single,Hot drinks,1.9857142857142858,280
210660,Gin 4cl + Beefeater 4cl + pur,Spirituosen + AF Gin 4cl + AF Mixgetränke,8.0,6
1941701,Big Lehmannski 1 + ——Brioche—— + KEIN EXTRA + Pommes Frites + -*,Burger TakeAway + AF BurgerBun + Burger Extra + Beilagen Burger + Herr Lehmann’s Dips und Saucen,19.8,3
1829274,Thé                           .,Boissons chaudes,4.5,123
354880,"ROSE LISTAN 0,2",OPEN WINE,8.450000000000001,8
324368,Espresso doppelt,Tee/Kaffee,3.2,5
1424147,Thomas Henry,Tonic für GT,3.0,3
1391927,Wonder Waffel + Nutella + Banane + Schokostreusel + Oreo + Kein Eis + Ohne Sahne,wonderwaffel + AF Soßen + AF Früchte + AF Toppings + AF Specials + AF 2 Eis + AF Sahne,5.6000000000000005,1
2046672,"2014 Auxey-Duresses, Clos du Moulin, 0,75",Rotweine,69.0,6
1892422,Thema Weiß,Flaschen Weine,26.900000000000002,2
942812,"Holblütenwunder 0,25l",8403 Getränke ohne Ausschank,3.8000000000000003,1
1638348,halbes mit Salami,Frühstückskarte,2.1999999999999997,17
1189714,Zwiebelfleisch.,Fränkische Küche,14.861702127659584,94
1462650,Tarte citron,Bakery To-Go,3.310810810810811,37
168387,BABYCCINO + —Kuh + —Kuh,Kaffee + AF Babyccino_ + AF Babyccino_,0.0,17
2051240,"Lagrein Cortuta Cantina Rotaliana 0,2",Rotweine,12.0,9
1418452,Divers. BOWL,BOWLS,10.71764705882353,17
79229,42  Chicken Curry,Hähnchen Spezialitäten,9.900000000000109,4210
520137,Almdudler m. Wasser,Alkoholfrei,3.3,5
1880004,Thun Bier Cartel Breaker DDHIPA,BIER FLASCHEN,9.0,3
1466687,Medium,Grill,0.0,11
1339291,Birne,Obst / Gemüse,4.591428571428572,7
2011354,"Vöslauer Still 0,25",Wasser,2.0937560975609286,1230
651794,Safran-Risotto mit Lachs,Fr–Fischstäbchen,12.799999999999999,7
749893,Burger Rind + ———————— + ——————— + —————— + ———————,Burger + Saucen + Fleisch + Ohne + Fleisch,5.6000000000000005,1
43089,MENÜ + Chick. Chili Cheese - + MEDIUM +++ + Menü mit Frites + Joppie sauce + Cola,Burger + AF Menü Burgerauswahl + 1 Sonderwunsch Burger dazu + AF Menü + Saucen + Getränke,12.299999999999999,7
912569,"Ginger Ale 0,4l",Kalte Getränke,4.29344262295082,61
1434124,Wasser naturell 0.2l,Softdrinks,1.9310344827586208,29
1480246,V E R T E,Alcools,9.0,26
1296056,XL Ladys Burger + / + — + Süsskartoffeln Side,Burger XL + AF Burger ohne + AF Extras mit Aufpreis + Side-Orders,10.8,2
1798533,Carciofina Piccante + + Garlic,Pizza Bianca + Abfrage Pizzen,12.0,1
1790629,S. + Seniorenschnitzel + Pommes.,Speisen + AF Schnitzel + Beilagen.,11.6,1
538973,Calpirina,Cocktail,7.5,4
212002,El Vaguno,warme Tapas,16.899999999999988,44
27665,Burundi Nemba Natural unverpackt + 100g unverpackt - 40€,Kaffee Unverpackt + Abfrage Unverpackt 40€,3.4,3
1009871,8er + ToGo ohne Tüte + Weiße Schokolade + MI Bueno + MI Raffaelo + TI Brownies + TI Oreo + TI Lotus Kekse + FI Himbeeren,Choose It + Choose It + Abfrage Fill It + Abfrage Melt it + Abfrage Melt it + Abfrage Top It + Abfrage Top It + Abfrage Top It + Abfrage Fruit It,6.1000000000000005,1
1863786,Mango Tango Bowl + Sesam Soße + Coco Finger Topping,Bowls + AF Mit + AF Mit,12.5,1
1021024,Orange Ingwer,Tee,3.01,90
1256572,Limoncello,Boissons Alcolisées,4.0,3
1645192,"Spätburgunder 0,5",Weine offen,17.0,3
1875051,Dilli Waali Aloo Tikki Chaat,Vorspeisen,6.2,2
2043280,Baba Burger Menü + Curly Fries Menü + FB-Spezial + Cola Zero Glasflasche,Menü + Beilagen + Saucen + Getränke,16.333333333333332,3
978289,Asia Gemüsecurry,Hauptgerichte,6.914285714285714,7
210865,Charitea Black Darjeeling,Tee und Schokolade,2.769230769230769,52
149123,Gratin Champignons,Vollwert,17.899999999999988,40
780814,Ofenkartoffel mit Lachs + Pager 16 + Pfand 2€ (Glas/Tasse),Ofenkartoffel + Abfrage Pager + Pfand,9.0,5
1401670,Menu Enfant,Formules Enfant,10.5,41
759000,8er + ToGo ohne Tüte + Weiße Schokolade + MI Raffaello Sosse + MI Himbeersosse + TI M&Ms + FI Ohne,Abfrage Größe + Abfrage Größe + Abfrage Füllung + Abfrage Soße + Abfrage Soße + Abfrage Topping + Abfrage Früchte,5.9,1
1294019,Süß,Süß,2.5,34
1517391,Maracuja,"Zwangsabfrage Saft 0,2, Saft 0,4, Saftschorle 0,2, Saftschorle 0,4",0.0,1
1485925,Capri Bowl Normal + Sweet Chilli,Rice Bowls + Soßen,12.5,1
617010,Schweppes,Boissons fraiches,4.688461538461537,26
575304,Apfelstrudel,Wochenspezialitäten,7.5,11
1678876,Tagliatelle Bolognese,Pasta,22.5,13
